parameter_name,parameter_value,converged,final_residual,avg_deposition_rate,min_deposition_rate,max_deposition_rate,non_uniformity,center_deposition,edge_deposition,avg_temperature,wafer_temp_variation,runtime
inlet_h2_fraction,0.016,True,0.0001124067992641,73.90718979187801,72.63297024347037,74.9984288572453,1.60028991796065,74.9984288572453,72.63297024347037,1000.0,0.0,86.88840889930725
inlet_h2_fraction,0.017333333333333333,True,0.0001124067992641,73.89924402965335,72.62762750524051,74.9895077297566,1.5980408565264483,74.9895077297566,72.62762750524051,1000.0,0.0,86.24147891998291
inlet_h2_fraction,0.018666666666666668,True,0.0001124067992641,73.89208147908224,72.62290388459661,74.98152895868749,1.5959931205609446,74.98152895868749,72.62290388459661,1000.0,0.0,88.12019562721252
inlet_h2_fraction,0.02,True,0.0001124067992641,73.87206619476936,72.60960732413,74.95872448074674,1.5899901529917377,74.95872448074674,72.60960732413,1000.0,0.0,85.97769689559937
inlet_h2_fraction,0.021333333333333333,True,0.0001124067992641,73.90094144250614,72.62925500864836,74.99247721602053,1.598912112108022,74.99247721602053,72.62925500864836,1000.0,0.0,86.07198023796082
inlet_h2_fraction,0.02266666666666667,True,0.0001124067992641,73.92117165068962,72.64320629284312,75.01630220124069,1.6051530673860976,75.01630220124069,72.64320629284312,1000.0,0.0,87.162118434906
inlet_h2_fraction,0.024,True,0.0001124067992641,73.93652669935511,72.65390596871872,75.0344931170147,1.60988570505622,75.0344931170147,72.65390596871872,1000.0,0.0,87.20645117759705
