i,j,r,z,p,T,rho,mu,tc,cp,x_N2,x_SiH4,x_H2,omega_N2,omega_SiH4,omega_H2,D_eff_N2,D_eff_SiH4,D_eff_H2,vz,vr
0,10,0.002763157894736842,0.07132075471698113,133.03754942007703,737.6355470878384,0.0006083558386218396,3.279268240976372e-05,0.052481632381412124,1125.0567034889605,0.987783665667615,0.011670342137745138,0.0005459921946399282,0.9865940196427303,0.01336665240508585,3.9327952183882026e-05,0.06434061585752333,0.06219550996742038,0.2484797745939263,-12.643088440362012,0.16856205219042938
0,11,0.002763157894736842,0.07811320754716981,133.03027155194857,713.7171813609914,0.0006287157995052144,3.206966072564048e-05,0.051127292975387706,1120.3234746518453,0.9876953875177219,0.011756845864220482,0.0005477666180576053,0.9864949635984548,0.013465581072524888,3.94553290202526e-05,0.06087888684005161,0.05885592062858162,0.23533808389186034,-13.42715944396134,0.14112427507573547
0,12,0.002763157894736842,0.08490566037735849,133.02395684375168,690.5777802991654,0.0006497567132297407,3.136005692626272e-05,0.04981271045980716,1115.7522517913196,0.9875992940176176,0.011847261631979963,0.0005534443504024045,0.9863911065973643,0.013569029428142964,3.986397449272298e-05,0.05761461454212137,0.055694193908629036,0.22289712759928265,-13.995691964436967,0.11256945283693952
0,13,0.002763157894736842,0.09169811320754717,133.01882119282325,668.2581729931176,0.0006714362428772627,3.0666140884449385e-05,0.04854057148401638,1111.3508905647163,0.9874952701294515,0.011942302732200987,0.0005624271383476294,0.986281682987179,0.013677806245225686,4.0510767595334364e-05,0.054541811694877575,0.0527087862897891,0.2111508244796016,-14.348610111594253,0.08386631068568731
0,14,0.002763157894736842,0.09849056603773584,133.0149798237517,646.7865461822088,0.000693708760920749,2.998981378204511e-05,0.04731289138119704,1107.124828688314,0.987383014150123,0.012042673250594271,0.0005743125992828606,0.9861659212440168,0.013792712049636556,4.136670634673101e-05,0.05165399409489971,0.0498963604983692,0.20008598502932218,-14.492470782209256,0.055933463871405235
0,15,0.002763157894736842,0.10528301886792453,133.01244561344507,626.1799700190837,0.000716525541584039,2.9332626114304168e-05,0.046131081296292065,1103.0774357656494,0.9872620116855542,0.012149114790188573,0.0005888735242571396,0.9860429922252121,0.01391459236042238,4.24154143656244e-05,0.04894424350310308,0.047252173928588964,0.18968385460290352,-14.43985513721613,0.029585019703664082
0,16,0.002763157894736842,0.1120754716981132,133.01113802647777,606.4459166066667,0.000739834998895009,2.8695801722385283e-05,0.044996017186918265,1099.2103396002233,0.9871315198058146,0.012262450288568203,0.0006060299056171269,0.9859119613719483,0.014044387503909161,4.365112414244012e-05,0.046405266740045206,0.04477042213183514,0.17992147787384974,-14.208439823855944,0.005489954799794351
0,17,0.002763157894736842,0.11886792452830189,133.01089707789882,587.5837072080692,0.0007635829672213853,2.8080265236822383e-05,0.043908108497059145,1095.5237386324247,0.9869905406328258,0.012383636030966485,0.0006258233362077932,0.9857717313527955,0.01418319181548258,4.5076831722011874e-05,0.04402947246865385,0.04244453556964355,0.17077287601269328,-13.819870920690065,-0.01586562278934785
0,18,0.002763157894736842,0.12566037735849056,133.01148425605524,569.5858633161723,0.0007877129755530421,2.7486663270384593e-05,0.04286738005245184,1092.0175881480868,0.9868368653629587,0.012514705029921195,0.0006484296071200642,0.9856199624386979,0.014333332362727554,4.6705198574599195e-05,0.04180903971062028,0.040267437493987215,0.16221003691372188,-13.298606124870798,-0.03419520303802818
0,19,0.002763157894736842,0.13245283018867926,133.01266793136813,552.4392947278797,0.000812166949830071,2.6915404819831105e-05,0.041873508848810796,1088.690486855762,0.986668411755337,0.012657487246952169,0.0006741009977107343,0.9854545404746761,0.014496905124302566,4.855440102139637e-05,0.03973604038367412,0.03823172671738317,0.15420368567229234,-12.67069433575487,-0.04926167076608598
0,20,0.002763157894736842,0.1392452830188679,133.01421459199494,536.1263431220103,0.0008368854994520348,2.6366694148059977e-05,0.04092587011267439,1085.5393828718577,0.986483660110469,0.012813214353937253,0.0007031255355938622,0.9852740320995075,0.014675322702674982,5.064519781757537e-05,0.03780253037139709,0.0363298526882772,0.1467239940122379,-11.962695820073003,-0.06094585049592827
0,21,0.002763157894736842,0.1460377358490566,133.0159100340929,520.6256971241473,0.0008618085086186084,2.5840553636905e-05,0.04002359423751539,1082.5602117865492,0.9862813173722729,0.012982864761567495,0.000735817866159604,0.9850772909917,0.014869708737326294,5.300027097359959e-05,0.03600059795540605,0.03455424721168299,0.13974108339275132,-11.200722613151699,-0.06927640345648554
0,22,0.002763157894736842,0.1528301886792453,133.0175746344244,505.91318279585994,0.0008868757226836182,2.533684747066955e-05,0.039165613594818516,1079.748199638446,0.9860602247472058,0.013167261827158185,0.0007725134256359306,0.9848633460193414,0.0150810101743567,5.564380630177783e-05,0.03432243779012191,0.03289742812344781,0.1332254278761926,-10.409452942439636,-0.07442108392242908
0,23,0.002763157894736842,0.15962264150943395,133.01907140840098,491.96243716439415,0.0009120273299564604,2.4855304119161574e-05,0.0383507021493259,1077.0980408067685,0.9858193489447473,0.013367087860636576,0.0008135631946160084,0.9846313855999965,0.015310013283477841,5.860111652569155e-05,0.032760418933876274,0.031352078967368135,0.12714816585663735,-9.611290225914239,-0.07666106772612462
0,24,0.002763157894736842,0.16641509433962265,133.02030757711904,478.7454753555,0.0009372045387344274,2.439553681670511e-05,0.03757750921356859,1074.6040302680462,0.9855577925125247,0.013582879385458218,0.0008593281020169169,0.9843807635168565,0.015557338243621854,6.189823952150305e-05,0.03130713799554636,0.029911108209130424,0.12148133208530532,-8.82575524029212,-0.07635844815426387
0,25,0.002763157894736842,0.1732075471698113,133.0212311510479,466.23316305992995,0.0009623501490197476,2.3957061766109162e-05,0.03684458813508211,1072.2601798397923,0.985274795769968,0.013815031215276441,0.0009101730147556489,0.9841109946930098,0.01582344380019144,6.556150679879434e-05,0.029955456623056546,0.028567691207102803,0.1161980217983575,-8.069134449952351,-0.07392365313214687
0,26,0.002763157894736842,0.18,133.02182440402885,454.3956062430444,0.0009874091197134309,2.3539314005607987e-05,0.03615042057967624,1070.0603322538866,0.9849697135598909,0.014063825509314211,0.0009664609307948687,0.9838217224005104,0.016108660472970004,6.961712651967428e-05,0.02869852516030525,0.02731529785796514,0.11127249803495348,-7.354362476366956,-0.06978752102737913
0,27,0.002763157894736842,0.1867924528301887,133.02209605654107,443.202469595564,0.0010123291320537897,2.3141660967276836e-05,0.035493437059628055,1067.9982818330243,0.9846419523508937,0.014329498898499354,0.001028548750606897,0.9835126418271545,0.016413267292938384,7.40908799071037e-05,0.027529795160306788,0.026147708568218773,0.10668025231250208,-6.691087389005345,-0.06438093337575605
0,28,0.002763157894736842,0.19358490566037734,133.0220735968442,432.62323439432663,0.001037061147648338,2.276341381094074e-05,0.034872034363686764,1066.0679076556582,0.9842908546770063,0.01461235840085126,0.0010967869221423726,0.9831833675548978,0.016737624348904225,7.900809619811672e-05,0.026443023881855345,0.025059020952409437,0.10239802790999987,-6.085851065114218,-0.058122542165158886
0,29,0.002763157894736842,0.20037735849056604,133.02179655572377,422.62740528853345,0.0010615599546308979,2.2403836674093877e-05,0.03428459055059799,1064.2633214742932,0.9839155220689916,0.0149129516508157,0.0011715262801927097,0.9828332383436525,0.017082367511015398,8.439414533212508e-05,0.025432274280984074,0.024043649404513232,0.09840381411276092,-5.5423166980269,-0.051411918053436145
0,30,0.002763157894736842,0.20716981132075474,133.0213110209524,413.18467417328765,0.0010857846903750184,2.2062154054556766e-05,0.033729478152042906,1062.5790273767248,0.9835145765573772,0.015232287203355779,0.001253136239267085,0.9824610636869326,0.017448660564800007,9.027574826743686e-05,0.024491914214196032,0.023096319387561622,0.0946768187564523,-5.061501188305705,-0.044623779729226064
0,31,0.002763157894736842,0.21396226415094338,133.02066555395436,404.2650479209483,0.001109699327205274,2.173755662564402e-05,0.03320507618602355,1061.010084818991,0.9830858728267997,0.015572088427562115,0.0013420387456380644,0.9820648305605318,0.01783848601637309,9.66834230949988e-05,0.023616618201641897,0.022212057917158374,0.09119742514543072,-4.6420096712795935,-0.038101675489078564
0,32,0.002763157894736842,0.22075471698113208,133.01990834484153,395.8389453942777,0.00113327310602287,2.1429205796461748e-05,0.032709781540771254,1059.5522668342612,0.982626178756821,0.01593505915808028,0.0014387620850987175,0.9816413948986861,0.018254949737845583,0.00010365536346840542,0.02280137391054505,0.02138618141908849,0.08794713830391021,-4.280276201878875,-0.032149343511007185
0,33,0.002763157894736842,0.22754716981132073,133.01908527371873,387.877268024542,0.0011564809048332648,2.113623724702478e-05,0.03224202021591907,1058.2022114450917,0.9821308375298909,0.016325144785715423,0.0015440176843936062,0.9811861760897084,0.01870258093289438,0.00011124297739733569,0.02204149332356698,0.020614281864459648,0.08490852429655038,-3.9708347948914873,-0.027019311077743344
0,34,0.002763157894736842,0.23433962264150943,133.01823865679563,380.3514474448028,0.001179303536129294,2.0857763482847856e-05,0.03180025879457196,1056.9575758405933,0.9815934068013681,0.016747791399153455,0.0016588017994784974,0.9806928512303408,0.019187630544486453,0.00011951822517279544,0.02133262568694419,0.01989221183580919,0.08206514505362136,-3.706654970457412,-0.02290189120651448
0,35,0.002763157894736842,0.24113207547169813,133.0174065554521,373.2334732177527,0.001201727975143345,2.0592875193486793e-05,0.03138301643443924,1055.817217451686,0.9810052407939467,0.01721023557667746,0.0017845236293759599,0.9801530116043291,0.01971840552577918,0.00012858286989174945,0.020670766961490422,0.019216069018006435,0.07940149004422875,-3.479552743272668,-0.01991899294925392
0,36,0.002763157894736842,0.24792452830188677,133.01662239291687,366.49590345831075,0.001223747524998632,2.0340640930347778e-05,0.030988877725035564,1054.7814399522404,0.9803549462521567,0.017721890262589576,0.001923163485253603,0.97955570608341,0.020305714011485013,0.00013857990510497505,0.020052259960890884,0.018582180561363924,0.07690290544418336,-3.2806489366826175,-0.018123631411902017
0,37,0.002763157894736842,0.25471698113207547,133.01591442423558,360.11186098113234,0.0012453619231266593,2.0100104407216983e-05,0.030616507054303084,1053.85235269583,0.9796276107617297,0.018294919026247483,0.0020774702120228495,0.9788867648510148,0.020963527322422633,0.0001497078265624875,0.019473781030400445,0.0179870877804872,0.07455552103722901,-3.100832615244922,-0.01750168118523107
0,38,0.002763157894736842,0.2615094339622641,133.0153047285342,354.05501743961344,0.0012665773885416184,1.9870278574933342e-05,0.03026466569426804,1053.0344007008905,0.9788036731212192,0.018945110582447564,0.00225121629633316,0.9781277734568172,0.021709987459512647,0.00016223908367012706,0.018932312010779346,0.01742753166177326,0.07234617468079377,-2.9312122355188923,-0.017972805931097027
